split,ranking,target_rate,target_users,status_loss_captured,status_loss_precision,status_loss_recall,status_loss_lift,stopped_captured,stopped_recall,weakened_captured,weakened_recall
pooled_oof,weakened_only,0.35,5010,3935,0.7854291417165669,0.44398059347850616,1.268313423925026,778,0.35639028859367844,3157,0.4726047904191617
pooled_oof,weakened_only,0.4,5725,4471,0.7809606986899563,0.5044567302267855,1.2610977682106121,914,0.41868987631699495,3557,0.5324850299401198
final_test,unified,0.05,208,203,0.9759615384615384,0.07754010695187166,1.5496837721102426,106,0.1582089552238806,97,0.049794661190965095
final_test,unified,0.1,416,394,0.9471153846153846,0.15049656226126815,1.503880310865605,190,0.2835820895522388,204,0.10472279260780287
final_test,unified,0.15,624,584,0.9358974358974359,0.22307104660045837,1.4860678537149126,265,0.39552238805970147,319,0.1637577002053388
final_test,unified,0.2,832,773,0.9290865384615384,0.2952635599694423,1.4752531475877062,329,0.491044776119403,444,0.22792607802874743
final_test,unified,0.25,1040,958,0.9211538461538461,0.36592818945760125,1.4626571957454308,388,0.5791044776119403,570,0.2926078028747433
final_test,unified,0.3,1248,1137,0.9110576923076923,0.4343009931245225,1.4466259843098077,449,0.6701492537313433,688,0.3531827515400411
final_test,unified,0.35,1455,1310,0.9003436426116839,0.5003819709702063,1.429613644895634,500,0.746268656716418,810,0.41581108829568786
final_test,unified,0.4,1663,1486,0.8935658448586891,0.5676088617265088,1.41885149620992,545,0.8134328358208955,941,0.4830595482546201
final_test,stopped_only,0.05,208,196,0.9423076923076923,0.0748663101604278,1.4962464006581653,103,0.1537313432835821,93,0.047741273100616016
final_test,stopped_only,0.1,416,390,0.9375,0.1489686783804431,1.4886124904507256,195,0.291044776119403,195,0.10010266940451745
final_test,stopped_only,0.15,624,581,0.9310897435897436,0.22192513368983957,1.478433943507473,275,0.41044776119402987,306,0.1570841889117043
final_test,stopped_only,0.2,832,766,0.9206730769230769,0.29258976317799845,1.461893804724687,341,0.508955223880597,425,0.21817248459958932
final_test,stopped_only,0.25,1040,949,0.9125,0.3624904507257448,1.4489161573720397,404,0.6029850746268657,545,0.2797741273100616
final_test,stopped_only,0.3,1248,1133,0.9078525641025641,0.4327731092436975,1.4415367108381814,450,0.6716417910447762,683,0.3506160164271047
final_test,stopped_only,0.35,1455,1307,0.8982817869415808,0.4992360580595875,1.4263397205180104,507,0.7567164179104477,800,0.4106776180698152
final_test,stopped_only,0.4,1663,1467,0.8821407095610343,0.5603514132925898,1.4007100571601296,544,0.8119402985074626,923,0.47381930184804927
final_test,weakened_only,0.05,208,176,0.8461538461538461,0.06722689075630252,1.3435681965093729,38,0.056716417910447764,138,0.07084188911704312
final_test,weakened_only,0.1,416,353,0.8485576923076923,0.1348357524828113,1.3473851516130928,85,0.12686567164179105,268,0.1375770020533881
final_test,weakened_only,0.15,624,512,0.8205128205128205,0.19556913674560733,1.3028540087363616,112,0.16716417910447762,400,0.2053388090349076
final_test,weakened_only,0.2,832,680,0.8173076923076923,0.2597402597402597,1.2977647352647352,141,0.21044776119402986,539,0.276694045174538
final_test,weakened_only,0.25,1040,843,0.8105769230769231,0.3220015278838808,1.2870772609743197,181,0.2701492537313433,662,0.3398357289527721
final_test,weakened_only,0.3,1248,1010,0.8092948717948718,0.385790679908327,1.2850415515856692,214,0.3194029850746269,796,0.4086242299794661
final_test,weakened_only,0.35,1455,1176,0.8082474226804124,0.44919786096256686,1.2833783560284469,249,0.3716417910447761,927,0.4758726899383984
final_test,weakened_only,0.4,1663,1316,0.7913409500901984,0.5026737967914439,1.2565333573433746,285,0.4253731343283582,1031,0.5292607802874744
