selection_rank,candidate_id,penalty,C,class_weight,weakened_threshold,stopped_threshold,validation_samples,fold_macro_pr_auc_mean,fold_macro_pr_auc_std,fold_macro_roc_auc_mean,maximum_iterations,oof_accuracy,oof_balanced_accuracy,oof_macro_precision,oof_macro_recall,oof_macro_f1,oof_weighted_f1,oof_macro_pr_auc,oof_macro_ovr_roc_auc,oof_retained_precision,oof_retained_recall,oof_retained_f1,oof_retained_support,oof_retained_pr_auc,oof_retained_roc_auc,oof_weakened_precision,oof_weakened_recall,oof_weakened_f1,oof_weakened_support,oof_weakened_pr_auc,oof_weakened_roc_auc,oof_stopped_precision,oof_stopped_recall,oof_stopped_f1,oof_stopped_support,oof_stopped_pr_auc,oof_stopped_roc_auc,selected
13,l2_C0.1_balanced,l2,0.1,balanced,0.36,0.45,24596,0.5811596215427464,0.00638196525810015,0.7586021414405113,113,0.5734672304439746,0.5686297559689839,0.5499800680893909,0.5686297559689839,0.5547295214632808,0.5779579891273424,0.581672752299944,0.7594877328735762,0.6795803066989508,0.600387083630437,0.637533802055165,9817,0.7432244997243572,0.8017665424917922,0.5692165898617512,0.5584591735238268,0.5637865717285134,11059,0.5894266984503209,0.6716797050383185,0.4011433077074709,0.5470430107526881,0.462868190606164,3720,0.41236705872515356,0.805016951090618,False
14,l1_C1_balanced,l1,1.0,balanced,0.36,0.45,24596,0.5813052527668574,0.006328707843721891,0.7586569881057785,275,0.5732232883395674,0.5686196742234895,0.5498855648160436,0.5686196742234895,0.554677947724873,0.5776817507769905,0.5817629445872061,0.7595207335329813,0.6792713857505188,0.6001833554038912,0.637283002541777,9817,0.7433411212280178,0.8018114194957519,0.5685714285714286,0.5578262049009857,0.5631475649276553,11059,0.5894650609969605,0.6717409251591336,0.40181388012618297,0.5478494623655914,0.46360327570518656,3720,0.4124826515366401,0.8050098559440587,False
15,l2_C0.3_balanced,l2,0.3,balanced,0.36,0.45,24596,0.5812074232788265,0.0064282390371591695,0.7586149248452921,172,0.5731826313221662,0.5685933462019288,0.5498013029283564,0.5685933462019288,0.5546144564206181,0.5776447930690033,0.5816986057830408,0.7594880569765016,0.6790735192440654,0.6002852195171641,0.6372533117058664,9817,0.7433306242832384,0.8018397614156232,0.5687540348612008,0.5576453567230311,0.563144918272304,11059,0.5894477331257554,0.6717065844454282,0.40157635467980296,0.5478494623655914,0.4634451392836839,3720,0.4123174599401284,0.8049178250684534,False
16,l1_C0.03_none,l1,0.03,none,0.42,0.35,24596,0.5819891453515743,0.006132456433578194,0.7615015899260377,104,0.6002195478939665,0.543497816823255,0.5786820323959282,0.543497816823255,0.5544686322278208,0.5963408670921728,0.582172045658279,0.7621815846332676,0.6967445152158528,0.6017113171029846,0.6457502049740366,9817,0.7418253223260594,0.8006151313195494,0.5643851940120652,0.6852337462700063,0.6189659397206567,11059,0.5926225027859117,0.6808869306584706,0.47491638795986624,0.3435483870967742,0.3986897519887693,3720,0.41206831186286563,0.8050426919217829,False
17,l1_C0.1_balanced,l1,0.1,balanced,0.36,0.45,24596,0.580996840944222,0.006504276282255491,0.7585683449884089,73,0.5731013172873638,0.568007775063133,0.5497908279204478,0.568007775063133,0.5543993055594458,0.5775620346187217,0.581521400767286,0.7594613193084432,0.6796116504854369,0.5989609860446165,0.6367426498456874,9817,0.7430421371212025,0.8013692662467866,0.5679397723099523,0.5593634144135998,0.5636189695230286,11059,0.5891681623364627,0.6718191386228137,0.4018210609659541,0.5456989247311828,0.4628362973096215,3720,0.4123539028441927,0.805195553055729,False
18,l2_C1_balanced,l2,1.0,balanced,0.36,0.45,24596,0.5811319851861145,0.006450358286067054,0.7585779601749396,261,0.5726134330785494,0.5680448116936219,0.5492586234740491,0.5680448116936219,0.5540473286414734,0.577101447401231,0.5817232283258158,0.7594582901996844,0.6789995389580452,0.6000814912906183,0.6371059319742606,9817,0.7433602552939089,0.8018634026571503,0.5679889298892989,0.556741115833258,0.5623087812228869,11059,0.5894407146125737,0.6716820295993706,0.40078740157480314,0.5473118279569893,0.4627272727272727,3720,0.4123687150709646,0.8048294383425324,False
19,l2_C0.01_none,l2,0.01,none,0.42,0.35,24596,0.5817874567745339,0.006187327128042744,0.7614523805355653,29,0.5994470645633436,0.5428542265303286,0.5778762251121216,0.5428542265303286,0.5537979037445032,0.5955839036457903,0.5818777954753303,0.7621382556012218,0.6954882789492284,0.6014057247631659,0.6450344149459194,9817,0.7413842530492514,0.8008419011409711,0.5637718971300782,0.6838773849353468,0.6180436381466046,11059,0.5928116073003779,0.6807945226768712,0.47436849925705793,0.3432795698924731,0.39831565814098563,3720,0.4114375260763616,0.8047783429858231,False
20,l2_C0.1_balanced,l2,0.1,balanced,0.36,0.55,24596,0.5811596215427464,0.00638196525810015,0.7586021414405113,113,0.5868840461863718,0.5482786525645783,0.5607545588642388,0.5482786525645783,0.5532982394512432,0.5862377868567312,0.581672752299944,0.7594877328735762,0.6606846128281821,0.6075175715595396,0.6329866270430906,9817,0.7432244997243572,0.8017665424917922,0.5694387546087669,0.6284474183922597,0.5974896836313618,11059,0.5894266984503209,0.6716797050383185,0.4521403091557669,0.4088709677419355,0.42941840767927725,3720,0.41236705872515356,0.805016951090618,False
21,l1_C0.3_balanced,l1,0.3,balanced,0.36,0.55,24596,0.5811943852198109,0.006342436062319042,0.758667928679366,86,0.5867620751341681,0.5480982573723715,0.5606097534938664,0.5480982573723715,0.5531155525634776,0.5861145171979256,0.5816651756737811,0.7595277161800587,0.66074994453073,0.6067026586533564,0.6325739472146992,9817,0.7431580150519528,0.8016318287700304,0.569370549234673,0.6289899629261235,0.5976971988314144,11059,0.5892658072622627,0.6717625141859177,0.45170876671619614,0.40860215053763443,0.429075511644319,3720,0.4125717047071277,0.805188805584228,False
22,l2_C0.3_balanced,l2,0.3,balanced,0.36,0.55,24596,0.5812074232788265,0.0064282390371591695,0.7586149248452921,172,0.5865994470645634,0.5480120119932885,0.5604040102657802,0.5480120119932885,0.5529894221368638,0.5860061440295817,0.5816986057830408,0.7594880569765016,0.6616749861342207,0.6076194356728125,0.6334961767204758,9817,0.7433306242832384,0.8018397614156232,0.5686322686322687,0.6278144497694186,0.5967596372856591,11059,0.5894477331257554,0.6717065844454282,0.4509047760308514,0.40860215053763443,0.4287124524044564,3720,0.4123174599401284,0.8049178250684534,False
23,l2_C1_balanced,l2,1.0,balanced,0.36,0.55,24596,0.5811319851861145,0.006450358286067054,0.7585779601749396,261,0.5862335339079525,0.5480189948780702,0.5602685798094317,0.5480189948780702,0.552938434017673,0.5856941922084433,0.5817232283258158,0.7594582901996844,0.6616341030195382,0.607110115106448,0.6332005312084993,9817,0.7433602552939089,0.8018634026571503,0.5679882044560943,0.6270006329686229,0.5960373060557872,11059,0.5894407146125737,0.6716820295993706,0.4511834319526627,0.4099462365591398,0.4295774647887324,3720,0.4123687150709646,0.8048294383425324,False
24,l1_C1_balanced,l1,1.0,balanced,0.36,0.55,24596,0.5813052527668574,0.006328707843721891,0.7586569881057785,275,0.5863961619775573,0.5478498651540308,0.5602788142589828,0.5478498651540308,0.5528438236657175,0.585793143355758,0.5817629445872061,0.7595207335329813,0.6611955195741377,0.6073138433329938,0.6331103323776149,9817,0.7433411212280178,0.8018114194957519,0.5684684684684684,0.627633601591464,0.5965877347543943,11059,0.5894650609969605,0.6717409251591336,0.45117245473434253,0.40860215053763443,0.4288334038651432,3720,0.4124826515366401,0.8050098559440587,False
25,l1_C0.03_balanced,l1,0.03,balanced,0.36,0.55,24596,0.5807838226662193,0.006692643849421448,0.7583884850695868,122,0.5873719303951862,0.5466406063967687,0.5617389861151961,0.5466406063967687,0.5525475203657312,0.58631141225548,0.5813271998480259,0.7592878368281505,0.6609753375739315,0.6033411429153509,0.6308446053892853,9817,0.742700187086922,0.800991282081966,0.5690017796473062,0.6360430418663532,0.6006575295674822,11059,0.5890586962314418,0.6717143530215883,0.45523984112435073,0.40053763440860213,0.42614042614042613,3720,0.412222716225714,0.8051578753808973,False
26,l2_C0.03_balanced,l2,0.03,balanced,0.36,0.55,24596,0.5810045575847274,0.0065104081752458895,0.7584621598906329,57,0.5864368189949585,0.5472434160435267,0.5601528509298316,0.5472434160435267,0.5524182170652563,0.5856688595529429,0.5814701596371773,0.7593640760413699,0.6592444887559543,0.6061933380869919,0.6316068775206962,9817,0.7428873661191021,0.8015297440970698,0.5695239653198102,0.6296229315489646,0.5980674253811467,11059,0.5892220735977164,0.6715062714085476,0.45169009871373017,0.40591397849462363,0.4275803482939261,3720,0.41230103919471356,0.8050562126184928,False
27,l1_C0.1_balanced,l1,0.1,balanced,0.36,0.55,24596,0.580996840944222,0.006504276282255491,0.7585683449884089,73,0.5861928768905513,0.5472295209566004,0.5600977662505032,0.5472295209566004,0.5523823963535609,0.5854730301403213,0.581521400767286,0.7594613193084432,0.6597160603371783,0.6058877457471733,0.6316571974725217,9817,0.7430421371212025,0.8013692662467866,0.5688005886681383,0.6290803870151008,0.5974237870330614,11059,0.5891681623364627,0.6718191386228137,0.4517766497461929,0.4067204301075269,0.42806620455509975,3720,0.4123539028441927,0.805195553055729,False
28,l1_C0.01_none,l1,0.01,none,0.42,0.35,24596,0.5797253614600522,0.008076054617060398,0.7604022695095017,128,0.6001382338591641,0.5398178341018839,0.5788178577630236,0.5398178341018839,0.5513643837540355,0.5952832177584021,0.5806320789606018,0.7612002952615877,0.6956675300211914,0.6019150453295304,0.6454044017257387,9817,0.7414330518517454,0.8001591861976118,0.5633439090976168,0.6903879193417126,0.6204290589956118,11059,0.5910451882105415,0.6799997165104279,0.4774421341702628,0.3271505376344086,0.3882596905407561,3720,0.40941799681951824,0.8034419830767234,False
29,l2_C0.01_balanced,l2,0.01,balanced,0.36,0.55,24596,0.58049125359147,0.006867628013936892,0.7580504821921964,30,0.5857049926817368,0.5448483002106518,0.5596452128771726,0.5448483002106518,0.5507172931206276,0.5845457567892688,0.5810009323409919,0.7589991593284929,0.6560875815547937,0.6043597840480799,0.6291622481442206,9817,0.7421511553398755,0.8010584562918555,0.5688603270153746,0.6323356542182837,0.5989208633093526,11059,0.588765297694874,0.6710296695951081,0.4539877300613497,0.3978494623655914,0.42406876790830944,3720,0.4120863439882264,0.8049093520985152,False
30,l1_C0.01_balanced,l1,0.01,balanced,0.36,0.55,24596,0.5795501083631571,0.008099675992605825,0.7577571585438886,78,0.586924703203773,0.5422380655739953,0.5606626941884366,0.5422380655739953,0.5493079418250283,0.5850551750519644,0.5804025351452574,0.7588111180171278,0.6566916961130742,0.6057858816339003,0.6302124728448047,9817,0.7419245805446455,0.8004860694397852,0.5687047465808528,0.6392078849805588,0.6018987611222274,11059,0.5885793906504888,0.6716131544585385,0.4565916398713826,0.3817204301075269,0.4158125915080527,3720,0.4107036342406381,0.8043341301530595,False
31,l2_C0.3_none,l2,0.3,none,0.36,0.35,24596,0.582262617974212,0.005690691910782053,0.7617527813159851,182,0.5925760286225402,0.5364178049772534,0.5903490121177476,0.5364178049772534,0.5463910484414998,0.5859926992513911,0.5822251958029093,0.7623721257356278,0.7537324919193474,0.4988285626973617,0.6003432634547015,9817,0.7422577040887777,0.8014311470241711,0.5464112955941953,0.7558549597612804,0.6342907007626057,11059,0.5930517081426985,0.680757309660716,0.4709032488397001,0.35456989247311826,0.40453918110719217,3720,0.41136617517725166,0.8049279205219967,False
32,l2_C1_none,l2,1.0,none,0.36,0.35,24596,0.5822150263582444,0.005715261537429958,0.7617008895591312,256,0.5925760286225402,0.5363659672883426,0.5903281658939052,0.5363659672883426,0.5463536459051966,0.5860047404417398,0.582215740040551,0.7623213335506999,0.7539242843951985,0.4990322909239075,0.6005516395954643,9817,0.7422692989218884,0.8014288518249209,0.5463459275722317,0.7557645356723031,0.6342148195925181,11059,0.5930146195990714,0.6807071913228571,0.4707142857142857,0.3543010752688172,0.40429447852760736,3720,0.4113633016006932,0.8048279575043216,False
33,l1_C1_none,l1,1.0,none,0.36,0.35,24596,0.582338217694888,0.00567769292972502,0.7617992042920387,296,0.5923727435355343,0.5360483073823522,0.5897580132738011,0.5360483073823522,0.5459963936611084,0.585812193937311,0.5822848572891787,0.7624006307021401,0.7534583461420228,0.4993378832637262,0.6006248851314097,9817,0.7422814336145833,0.8014059480798497,0.5463405062463209,0.7553124152274165,0.63405192044937,11059,0.5931052351760168,0.6807784778617922,0.4694751874330596,0.353494623655914,0.4033123754025456,3720,0.4114679030769361,0.8050174661647783,False
34,l2_C0.1_none,l2,0.1,none,0.36,0.35,24596,0.5822717972088928,0.00576893813419317,0.7617850648717264,115,0.5921694584485282,0.5358000027812969,0.5899922598716283,0.5358000027812969,0.5458101694988406,0.5855092878654191,0.5822371569695791,0.7624022364289208,0.7531947652040031,0.49831924213099726,0.5998038254046101,9817,0.7421798272643243,0.8013842160581196,0.5459830176355324,0.7558549597612804,0.6340020478592286,11059,0.5931388352732905,0.6808049498027406,0.4707989967753493,0.3532258064516129,0.40362463523268316,3720,0.4113928083711225,0.8050175434259024,False
35,l1_C0.3_none,l1,0.3,none,0.36,0.35,24596,0.5824132261226789,0.0057193790616464875,0.7618586944514157,133,0.5916409172223126,0.5353448873491887,0.5893957435981084,0.5353448873491887,0.5453424106440096,0.5850353199683352,0.5823343342790378,0.762464848146356,0.7528089887640449,0.49821737801772437,0.5996076989089126,9817,0.7421531487481658,0.8012590760053027,0.5454426657954917,0.75486029478253,0.6332878167197694,11059,0.5930376377499241,0.6808864764338973,0.4699355762347888,0.35295698924731184,0.40313171630334665,3720,0.4118122163390234,0.8052489919998681,False
36,l1_C0.1_none,l1,0.1,none,0.36,0.35,24596,0.5821450609482755,0.006076319989659939,0.7617085739149083,68,0.5916409172223126,0.5351245474781144,0.59002473297014,0.5351245474781144,0.5452601928960544,0.5848421261458262,0.5822168712498262,0.7623581204750906,0.7522737783258825,0.49709687277172254,0.5986261040235525,9817,0.7420554221308716,0.8010218158137339,0.5452174480015648,0.7561262320282123,0.633580845582664,11059,0.5926922768353683,0.6808628901549449,0.4725829725829726,0.3521505376344086,0.403573629081947,3720,0.4119029147832388,0.8051896554565926,False
37,l2_C0.03_none,l2,0.03,none,0.36,0.35,24596,0.5822498678444673,0.005863386823711832,0.7617057570221293,59,0.5918848593267197,0.534958500358582,0.590551228624314,0.534958500358582,0.5450829187093527,0.5848858227965973,0.582101547037125,0.7623500396843094,0.7536388974914834,0.4957726392991749,0.5980952380952381,9817,0.7419221284927483,0.8012072031237483,0.5453599531768225,0.7582964101636676,0.6344378877288546,11059,0.5930997614515003,0.6808325706646687,0.472654835204636,0.35080645161290325,0.40271563030396546,3720,0.41128275116712615,0.8050103452645112,False
38,l1_C0.03_none,l1,0.03,none,0.36,0.35,24596,0.5819891453515743,0.006132456433578194,0.7615015899260377,104,0.5912750040657018,0.5327597482428025,0.5909318932348747,0.5327597482428025,0.5431010186793631,0.5835546709389234,0.582172045658279,0.7621815846332676,0.7535101404056163,0.4920036671080778,0.5953041227583656,9817,0.7418253223260594,0.8006151313195494,0.5443691513391417,0.7627271905235554,0.6353091812909543,11059,0.5926225027859117,0.6808869306584706,0.47491638795986624,0.3435483870967742,0.3986897519887693,3720,0.41206831186286563,0.8050426919217829,False
39,l1_C1_balanced,l1,1.0,balanced,0.3,0.45,24596,0.5813052527668574,0.006328707843721891,0.7586569881057785,275,0.5634249471458774,0.5559368475676347,0.5690438540418572,0.5559368475676347,0.5430375326222966,0.5652677885549673,0.5817629445872061,0.7595207335329813,0.7694028566511788,0.4554344504431089,0.5721781417967751,9817,0.7433411212280178,0.8018114194957519,0.5359148253482098,0.6645266298942039,0.5933311803649282,11059,0.5894650609969605,0.6717409251591336,0.40181388012618297,0.5478494623655914,0.46360327570518656,3720,0.4124826515366401,0.8050098559440587,False
40,l2_C0.3_balanced,l2,0.3,balanced,0.3,0.45,24596,0.5812074232788265,0.0064282390371591695,0.7586149248452921,172,0.5633842901284761,0.5559105195460742,0.5689503072991099,0.5559105195460742,0.5429891608355087,0.5652469616228134,0.5816986057830408,0.7594880569765016,0.7693101668673662,0.45553631455638177,0.5722328854766475,9817,0.7433306242832384,0.8018397614156232,0.5359644003501605,0.6643457817162493,0.5932894577461946,11059,0.5894477331257554,0.6717065844454282,0.40157635467980296,0.5478494623655914,0.4634451392836839,3720,0.4123174599401284,0.8049178250684534,False
41,l2_C0.01_none,l2,0.01,none,0.36,0.35,24596,0.5817874567745339,0.006187327128042744,0.7614523805355653,29,0.5908684338916897,0.5323416701196256,0.59090872511523,0.5323416701196256,0.542641638364412,0.5830863498746549,0.5818777954753303,0.7621382556012218,0.7545839210155149,0.49047570540898444,0.5945178417088529,9817,0.7413842530492514,0.8008419011409711,0.5437737550731173,0.7632697350574194,0.6350914152433977,11059,0.5928116073003779,0.6807945226768712,0.47436849925705793,0.3432795698924731,0.39831565814098563,3720,0.4114375260763616,0.8047783429858231,False
42,l2_C1_balanced,l2,1.0,balanced,0.3,0.45,24596,0.5811319851861145,0.006450358286067054,0.7585779601749396,261,0.5629777199544641,0.5554863638311688,0.5685870725766042,0.5554863638311688,0.5425671362363851,0.5648946646713896,0.5817232283258158,0.7594582901996844,0.7694028566511788,0.4554344504431089,0.5721781417967751,9817,0.7433602552939089,0.8018634026571503,0.5355709595038307,0.6637128130934081,0.5927959941851074,11059,0.5894407146125737,0.6716820295993706,0.40078740157480314,0.5473118279569893,0.4627272727272727,3720,0.4123687150709646,0.8048294383425324,False
43,l1_C0.1_balanced,l1,0.1,balanced,0.3,0.45,24596,0.580996840944222,0.006504276282255491,0.7585683449884089,73,0.5630183769718653,0.5551063321834675,0.5688661089715379,0.5551063321834675,0.5424276432764775,0.564729386807415,0.581521400767286,0.7594613193084432,0.7695096685082873,0.45400835285728836,0.571080786725607,9817,0.7430421371212025,0.8013692662467866,0.5352675974403723,0.6656117189619315,0.5933658457942041,11059,0.5891681623364627,0.6718191386228137,0.4018210609659541,0.5456989247311828,0.4628362973096215,3720,0.4123539028441927,0.805195553055729,False
44,l2_C0.1_balanced,l2,0.1,balanced,0.3,0.45,24596,0.5811596215427464,0.00638196525810015,0.7586021414405113,113,0.5627744348674582,0.5552228058643859,0.5686460324914081,0.5552228058643859,0.5423100060246686,0.5645611921413477,0.581672752299944,0.7594877328735762,0.7695096685082873,0.45400835285728836,0.571080786725607,9817,0.7432244997243572,0.8017665424917922,0.5352851212584663,0.6646170539831812,0.5929810407422348,11059,0.5894266984503209,0.6716797050383185,0.4011433077074709,0.5470430107526881,0.462868190606164,3720,0.41236705872515356,0.805016951090618,False
45,l2_C1_balanced,l2,1.0,balanced,0.3,0.55,24596,0.5811319851861145,0.006450358286067054,0.7585779601749396,261,0.5800130102455684,0.5377521809967741,0.5853420329701232,0.5377521809967741,0.5422657150162059,0.5743794360951566,0.5817232283258158,0.7594582901996844,0.7676611796982168,0.45604563512274626,0.572177135919228,9817,0.7433602552939089,0.8018634026571503,0.5371814872594903,0.7472646713084365,0.6250425443406573,11059,0.5894407146125737,0.6716820295993706,0.4511834319526627,0.4099462365591398,0.4295774647887324,3720,0.4123687150709646,0.8048294383425324,False
46,l1_C0.3_balanced,l1,0.3,balanced,0.3,0.45,24596,0.5811943852198109,0.006342436062319042,0.758667928679366,86,0.5624085217108473,0.555296879803806,0.5680997832874383,0.555296879803806,0.5422262430198976,0.5641334760555505,0.5816651756737811,0.7595277161800587,0.7671374440234241,0.4537027605174697,0.5701849836779108,9817,0.7431580150519528,0.8016318287700304,0.5350736473676535,0.6635319649154535,0.59241916602753,11059,0.5892658072622627,0.6717625141859177,0.4020882584712372,0.5486559139784947,0.46407457935425195,3720,0.4125717047071277,0.805188805584228,False
47,l1_C1_balanced,l1,1.0,balanced,0.3,0.55,24596,0.5813052527668574,0.006328707843721891,0.7586569881057785,275,0.5800130102455684,0.5374548591379013,0.5852864539596835,0.5374548591379013,0.5420527560205205,0.5743160408715776,0.5817629445872061,0.7595207335329813,0.7675295731184639,0.45604563512274626,0.5721405750798721,9817,0.7433411212280178,0.8018114194957519,0.537157334026244,0.7477167917533231,0.6251842891165463,11059,0.5894650609969605,0.6717409251591336,0.45117245473434253,0.40860215053763443,0.4288334038651432,3720,0.4124826515366401,0.8050098559440587,False
